Id_Instal,distance_m,Nom_Carrer,Num_Carrer,Nom_Barri,Nom_Districte,Font,has_measurements,Latitud,Longitud,idTram,Descripció
8047,93.8,Blai,42.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374103,2.163451,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
8106,93.8,Blai,42.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374103,2.163451,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
8746,93.8,Blai,42.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374103,2.163451,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
9506,93.8,Blai,42.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374103,2.163451,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
1586,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
1726,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
1666,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
2326,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
246,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
2726,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
2946,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
1794,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
1793,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
1789,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
4986,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
4566,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
4166,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
706,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
746,95.8,Osca,2.0,Sants,Sants-Montjuïc,OCI,False,41.376198,2.138527,134.0,Carrer de Sants (Premià a Carles III)
9429,97.2,Bruniquer,45.0,la Vila de Gràcia,Gràcia,OCI,False,41.405336,2.161687,466.0,Escorial (Pl. Joanic a Camèlies)
10286,97.2,Bruniquer,45.0,la Vila de Gràcia,Gràcia,OCI,True,41.405336,2.161687,466.0,Escorial (Pl. Joanic a Camèlies)
20027,97.2,Bruniquer,45.0,la Vila de Gràcia,Gràcia,OCI,False,41.405336,2.161687,466.0,Escorial (Pl. Joanic a Camèlies)
7169,97.2,Bruniquer,45.0,la Vila de Gràcia,Gràcia,OCI,False,41.405336,2.161687,466.0,Escorial (Pl. Joanic a Camèlies)
7168,97.2,Bruniquer,45.0,la Vila de Gràcia,Gràcia,OCI,False,41.405336,2.161687,466.0,Escorial (Pl. Joanic a Camèlies)
5109,98.6,Mediterrània,0.0,la Marina de Port,Sants-Montjuïc,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA",True,41.359423,2.141026,148.0,Passeig de la Zona Franca (Foc a Pl. Cerdà)
1803,98.6,Teodora Lamadrid,10.0,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,NETEJA,False,41.406136,2.137676,66.0,Balmes (Av. Tibidabo a Mitre)
4906,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
3866,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
7586,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
5867,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
7486,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
3046,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
7067,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
5207,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
5406,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
3126,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
4406,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
6426,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
4086,99.1,Blai,41.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.374054,2.163578,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
3508,99.2,Sol,14.0,la Vila de Gràcia,Gràcia,OCI,False,41.401686,2.156541,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
3512,99.5,Sol,14.0,la Vila de Gràcia,Gràcia,OCI,False,41.401754,2.156645,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
3486,99.5,Sol,15.0,la Vila de Gràcia,Gràcia,OCI,False,41.401754,2.156645,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
6106,99.7,Masadas,1.0,la Sagrera,Sant Andreu,OCI,False,41.424876,2.189825,337.0,Gran Sant Andreu - Sagrera (Onze de Setembre a Clot)
7186,99.7,Masadas,1.0,la Sagrera,Sant Andreu,OCI,True,41.424876,2.189825,337.0,Gran Sant Andreu - Sagrera (Onze de Setembre a Clot)
4626,99.7,Masadas,1.0,la Sagrera,Sant Andreu,OCI,False,41.424876,2.189825,337.0,Gran Sant Andreu - Sagrera (Onze de Setembre a Clot)
3467,100.3,Santanyí,28.0,Porta,Nou Barris,TRÀNSIT,False,41.431609,2.175427,307.0,Doctor Pi i Molist (Pl. Madres Mayo a Pl. Virrei Amat)
8126,100.4,Nicaragua,84.0,les Corts,Les Corts,OCI,False,41.384667,2.139603,130.0,Berlín (Numància a Josep Tarradellas)
8166,100.4,Nicaragua,84.0,les Corts,Les Corts,OCI,False,41.384667,2.139603,130.0,Berlín (Numància a Josep Tarradellas)
9949,100.5,Pallars,475.0,el Besòs i el Maresme,Sant Martí,TRÀNSIT,True,41.412727,2.212725,356.0,Josep Pla (Pallars a Gran Via)
508,102.8,Jocs Florals,15.0,Sants,Sants-Montjuïc,TRÀNSIT,False,41.374459,2.134335,133.0,Carrer de Sants (Carles III a Premià)
347,102.9,Tuset,17.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,OCI,False,41.396156,2.151563,102.0,Travessera de Gràcia (Aribau a Via Augusta)
187,102.9,Tuset,17.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,OCI,False,41.396156,2.151563,102.0,Travessera de Gràcia (Aribau a Via Augusta)
107,102.9,Tuset,17.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,OCI,False,41.396156,2.151563,102.0,Travessera de Gràcia (Aribau a Via Augusta)
1529,102.9,Tuset,17.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,OCI,False,41.396156,2.151563,102.0,Travessera de Gràcia (Aribau a Via Augusta)
10207,104.1,Andana de l'Estació,3.0,Sant Andreu,Sant Andreu,ZONA DE VIANANTS,True,41.441308,2.193772,437.0,Potosí (Torras i Bages a Ferran Junoy)
7026,104.9,Revolució de Setembre 1868,3.0,la Vila de Gràcia,Gràcia,OCI,False,41.402754,2.158158,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
6266,104.9,Revolució de Setembre 1868,3.0,la Vila de Gràcia,Gràcia,OCI,True,41.402754,2.158158,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
1514,104.9,Revolució de Setembre 1868,3.0,la Vila de Gràcia,Gràcia,OCI,False,41.402754,2.158158,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
1518,104.9,Revolució de Setembre 1868,3.0,la Vila de Gràcia,Gràcia,OCI,False,41.402754,2.158158,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
8768,104.9,Revolució de Setembre 1868,3.0,la Vila de Gràcia,Gràcia,OCI,False,41.402754,2.158158,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
1289,104.9,Revolució de Setembre 1868,3.0,la Vila de Gràcia,Gràcia,OCI,False,41.402754,2.158158,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
4367,105.4,Sant Nicolau,12.0,Hostafrancs,Sants-Montjuïc,TRÀNSIT,False,41.377464,2.14493,110.0,Tarragona (Pl. Països Catalans a Aragó)
3710,105.4,Sant Nicolau,12.0,Hostafrancs,Sants-Montjuïc,TRÀNSIT,False,41.377464,2.14493,110.0,Tarragona (Pl. Països Catalans a Aragó)
6831,106.1,Plaça del Fossar de les Moreres,2.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,OCI,False,41.383543,2.182381,294.0,Av. Marqués de l'Argentera (Passeig de Picasso a Pl. Antonio López)
1473,107.2,Moianès,69.0,Hostafrancs,Sants-Montjuïc,TRÀNSIT,False,41.374255,2.142475,135.0,Carrer de Sants (Premià a Pl. Espanya)
9609,107.4,Sancho de Ávila,19.0,el Parc i la Llacuna del Poblenou,Sant Martí,OCI,False,41.397501,2.188282,282.0,Meridiana (Marina a Pl. de les Glòries)
9226,107.4,Sancho de Ávila,19.0,el Parc i la Llacuna del Poblenou,Sant Martí,OCI,False,41.397501,2.188282,282.0,Meridiana (Marina a Pl. de les Glòries)
4686,107.5,Josep Soldevila,15.0,Sant Andreu,Sant Andreu,INFRAESTRUCTURES FERROVIÀRIES,False,41.429049,2.195533,335.0,Josep Soldevila (Onze de Setembre a Sant Adrià)
3515,108.0,Sol,18.0,la Vila de Gràcia,Gràcia,OCI,False,41.401694,2.156387,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
3514,108.6,Sol,15.0,la Vila de Gràcia,Gràcia,OCI,False,41.401799,2.156546,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
1456,108.9,Vila de Gràcia,1.0,la Vila de Gràcia,Gràcia,OCI,False,41.400127,2.157939,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
6889,108.9,Paloma,16.0,el Raval,Ciutat Vella,OCI,False,41.382375,2.164967,173.0,Ronda de Sant Antoni (Ronda de Sant Pau a Pl Universitat)
2426,108.9,Vila de Gràcia,1.0,la Vila de Gràcia,Gràcia,OCI,False,41.400127,2.157939,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
1461,108.9,Vila de Gràcia,1.0,la Vila de Gràcia,Gràcia,OCI,False,41.400127,2.157939,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
3513,109.2,Sol,13.0,la Vila de Gràcia,Gràcia,OCI,False,41.401901,2.156702,468.0,Travessera de Gràcia (Gran de Gràcia a Escorial)
2707,110.1,Bacardí,2.0,Horta,Horta-Guinardó,OCI,False,41.429704,2.163647,230.0,Pg. Maragall (Av. Borbó a Tajo)
2646,110.1,Bacardí,2.0,Horta,Horta-Guinardó,OCI,False,41.429704,2.163647,230.0,Pg. Maragall (Av. Borbó a Tajo)
2047,110.5,Bailèn,214.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,TRÀNSIT,False,41.402231,2.163695,192.0,Passeig de Sant Joan (Pl. Joanic a Còrsega)
9947,110.5,Puigcerdà,127.0,el Besòs i el Maresme,Sant Martí,ZONA DE VIANANTS,True,41.415023,2.209767,356.0,Josep Pla (Pallars a Gran Via)
3669,111.6,Sant Gervasi de Cassoles,80.0,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,TRÀNSIT,False,41.405913,2.136215,60.0,Muntaner (Pl. Bonanova a Mitre)
1815,112.4,Nicaragua,126.0,les Corts,Les Corts,ANIMALS,False,41.386817,2.137239,127.0,Travessera de les Corts (Entença a Numància)
20015,113.3,Paloma,13.0,el Raval,Ciutat Vella,OCI,True,41.38236,2.165018,173.0,Ronda de Sant Antoni (Ronda de Sant Pau a Pl Universitat)
6756,114.7,Marina,280.0,la Sagrada Família,Eixample,TRÀNSIT,True,41.404484,2.17469,212.0,Lepant (Maria Claret a Aragó)
7187,115.8,Perú,259.0,Provençals del Poblenou,Sant Martí,TRÀNSIT,False,41.414202,2.203526,351.0,Gran Via (Bac de Roda a Rambla de Prim)
5606,115.9,Joan Pelegrí,1.0,Hostafrancs,Sants-Montjuïc,ZONA DE VIANANTS,False,41.376316,2.142397,136.0,Carrer de Sants (Pl. Espanya a Premià)
3466,118.1,d'Alella,45.0,Porta,Nou Barris,TRÀNSIT,True,41.431596,2.177269,310.0,Deià (Piferrer a Passeig Verdum)
1226,118.1,Felipe de Paz,20.0,la Maternitat i Sant Ramon,Les Corts,TRÀNSIT,False,41.379443,2.1258,34.0,Travessera de les Corts (Gran Via Carles III a Aristides Maillol)
20014,118.8,Eiximenis,21.0,Sant Andreu,Sant Andreu,TRÀNSIT,True,41.441297,2.189413,331.0,Passeig de Torras i Bages (Passeig Santa Coloma a Sant Adrià)
3106,118.8,Eiximenis,21.0,Sant Andreu,Sant Andreu,TRÀNSIT,False,41.441297,2.189413,331.0,Passeig de Torras i Bages (Passeig Santa Coloma a Sant Adrià)
8747,119.7,Pamplona,125.0,el Parc i la Llacuna del Poblenou,Sant Martí,OCI,False,41.398789,2.188427,282.0,Meridiana (Marina a Pl. de les Glòries)
9006,119.7,Pamplona,125.0,el Parc i la Llacuna del Poblenou,Sant Martí,OCI,True,41.398789,2.188427,282.0,Meridiana (Marina a Pl. de les Glòries)
8726,119.7,Pamplona,125.0,el Parc i la Llacuna del Poblenou,Sant Martí,OCI,False,41.398789,2.188427,282.0,Meridiana (Marina a Pl. de les Glòries)
1888,119.7,Llacuna,122.0,el Poblenou,Sant Martí,TRÀNSIT,False,41.404116,2.19518,423.0,Diagonal (Pl. Glòries a Bac de Roda)
1349,119.7,Llacuna,122.0,el Poblenou,Sant Martí,TRÀNSIT,False,41.404116,2.19518,423.0,Diagonal (Pl. Glòries a Bac de Roda)
9950,120.3,Puigcerdà,104.0,el Besòs i el Maresme,Sant Martí,ZONA DE VIANANTS,True,41.413928,2.211427,356.0,Josep Pla (Pallars a Gran Via)
6706,120.7,Nou de la Rambla,126.0,el Poble-sec,Sants-Montjuïc,OCI,False,41.373812,2.168758,169.0,Paral.lel (Josep Carner a Ronda de Sant Pau)
7588,120.7,Nou de la Rambla,126.0,el Poble-sec,Sants-Montjuïc,OCI,True,41.373812,2.168758,169.0,Paral.lel (Josep Carner a Ronda de Sant Pau)
5466,121.0,Fígols,20.0,les Corts,Les Corts,TRÀNSIT,False,41.381608,2.130061,51.0,Carles III (Carrer de Sants a Travessera de les Corts)
766,121.6,Torroella de Montgrí,19.0,la Sagrera,Sant Andreu,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES,False,41.427985,2.186346,324.0,Meridiana (Felip II a Fabra i Puig)
1503,121.8,Torroella de Montgrí,11.0,la Sagrera,Sant Andreu,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES,False,41.427445,2.186703,324.0,Meridiana (Felip II a Fabra i Puig)
2547,122.3,Tuset,13.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,OCI,False,41.396035,2.151733,102.0,Travessera de Gràcia (Aribau a Via Augusta)
9946,122.4,Cristóbal de Moura,186.0,el Besòs i el Maresme,Sant Martí,TRÀNSIT,True,41.41431,2.210942,356.0,Josep Pla (Pallars a Gran Via)
515,122.9,Arizala,52.0,la Maternitat i Sant Ramon,Les Corts,TRÀNSIT,False,41.377923,2.124119,35.0,Av. Madrid (Riera Blanca a Gran Via Carles III)
517,123.9,Comandant Benítez,8.0,la Maternitat i Sant Ramon,Les Corts,TRÀNSIT,False,41.379721,2.127188,35.0,Av. Madrid (Riera Blanca a Gran Via Carles III)
6926,124.2,Torrent de l'Olla,224.0,la Vila de Gràcia,Gràcia,TRÀNSIT,False,41.406996,2.151798,233.0,Travessera de Dalt (Pl. Lesseps a Escorial)
6466,124.2,Torrent de l'Olla,224.0,la Vila de Gràcia,Gràcia,TRÀNSIT,False,41.406996,2.151798,233.0,Travessera de Dalt (Pl. Lesseps a Escorial)
6007,124.2,Torrent de l'Olla,224.0,la Vila de Gràcia,Gràcia,TRÀNSIT,False,41.406996,2.151798,233.0,Travessera de Dalt (Pl. Lesseps a Escorial)
3147,124.8,Tiro,5.0,Sant Genís dels Agudells,Horta-Guinardó,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES,False,41.424121,2.14018,510.0,Ronda de Dalt (Av. Jordà a Pl. d'Alfons Comín)
2926,124.8,Tiro,5.0,Sant Genís dels Agudells,Horta-Guinardó,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES,False,41.424121,2.14018,510.0,Ronda de Dalt (Av. Jordà a Pl. d'Alfons Comín)
6886,124.9,Carders,36.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,OCI,True,41.387076,2.180425,202.0,Comerç (Passeig Lluís Companys a Marquès de l'Argentera)
3707,124.9,Carders,36.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,OCI,False,41.387076,2.180425,202.0,Comerç (Passeig Lluís Companys a Marquès de l'Argentera)
7968,125.0,Fluvià,92.0,Provençals del Poblenou,Sant Martí,ZONA DE VIANANTS,True,41.40918,2.205049,426.0,Diagonal (Rambla de Prim a Bac de Roda)
2046,125.3,Gràcia,313.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,TRÀNSIT,False,41.406298,2.165617,419.0,Maria Claret (Passeig de Maragall a Lepant)
6746,125.3,Rocafort,114.0,la Nova Esquerra de l'Eixample,Eixample,TRÀNSIT,False,41.380659,2.151654,146.0,Aragó (Urgell a Tarragona)
8247,125.3,Rocafort,114.0,la Nova Esquerra de l'Eixample,Eixample,ZONA DE VIANANTS,True,41.380659,2.151654,146.0,Aragó (Urgell a Tarragona)
3606,126.0,Otger,20.0,Sant Andreu,Sant Andreu,OCI,False,41.434609,2.190386,331.0,Passeig de Torras i Bages (Passeig Santa Coloma a Sant Adrià)
1791,126.1,Muntadas,10.0,Sants,Sants-Montjuïc,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES,False,41.376437,2.140203,136.0,Carrer de Sants (Pl. Espanya a Premià)
5046,126.5,Avenir,55.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,TRÀNSIT,False,41.394591,2.144826,101.0,Travessera de Gràcia (Pl. Francesc Macià a Aribau)
2595,127.5,Hondures,41.0,la Sagrera,Sant Andreu,TRÀNSIT,False,41.420687,2.188673,318.0,Felip II (Clot a Meridiana)
5246,128.2,Concòrdia,7.0,les Corts,Les Corts,OCI,False,41.386486,2.13212,128.0,Travessera de les Corts (Numància a Carles III)
4646,128.2,Concòrdia,7.0,les Corts,Les Corts,OCI,False,41.386486,2.13212,128.0,Travessera de les Corts (Numància a Carles III)
5346,128.2,Concòrdia,7.0,les Corts,Les Corts,OCI,True,41.386486,2.13212,128.0,Travessera de les Corts (Numància a Carles III)
3447,128.2,Concòrdia,7.0,les Corts,Les Corts,OCI,False,41.386486,2.13212,128.0,Travessera de les Corts (Numància a Carles III)
4147,128.2,Concòrdia,7.0,les Corts,Les Corts,OCI,False,41.386486,2.13212,128.0,Travessera de les Corts (Numància a Carles III)
3207,128.2,Concòrdia,7.0,les Corts,Les Corts,OCI,False,41.386486,2.13212,128.0,Travessera de les Corts (Numància a Carles III)
3766,128.2,Concòrdia,7.0,les Corts,Les Corts,OCI,False,41.386486,2.13212,128.0,Travessera de les Corts (Numància a Carles III)
3646,129.2,Tiro,45112.0,Sant Genís dels Agudells,Horta-Guinardó,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES,False,41.424112,2.14012,510.0,Ronda de Dalt (Av. Jordà a Pl. d'Alfons Comín)
3726,129.2,Tiro,45112.0,Sant Genís dels Agudells,Horta-Guinardó,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES,False,41.424112,2.14012,510.0,Ronda de Dalt (Av. Jordà a Pl. d'Alfons Comín)
6748,129.8,Comte Borrell,154.0,la Nova Esquerra de l'Eixample,Eixample,TRÀNSIT,False,41.383009,2.155245,117.0,Urgell (Gran Via a Aragó)
8346,129.8,Comte Borrell,154.0,la Nova Esquerra de l'Eixample,Eixample,ZONA DE VIANANTS,True,41.383009,2.155245,117.0,Urgell (Gran Via a Aragó)
6728,129.9,Rocafort,237.0,la Nova Esquerra de l'Eixample,Eixample,TRÀNSIT,False,41.385171,2.145424,114.0,Entença (Av. Roma a Josep Tarradellas)
106,132.3,de Beethoven,9.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,OCI,False,41.393038,2.140707,10.0,Diagonal (Francesc Macià a Entença)
1489,132.3,Sargelet,9.0,la Salut,Gràcia,TRÀNSIT,False,41.409259,2.150551,234.0,Travessera de Dalt (Escorial a Pl. Lesseps)
8686,132.7,Sancho de Ávila,25.0,el Parc i la Llacuna del Poblenou,Sant Martí,OCI,False,41.39773,2.188584,282.0,Meridiana (Marina a Pl. de les Glòries)
5869,135.7,Pepe Rubianes,16.0,la Barceloneta,Ciutat Vella,OCI,False,41.378318,2.189727,391.0,Pg. Joan de Borbó (Pepe Rubianes a Dr. Aiguader)
1469,136.2,Argenteria,69.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,OCI,False,41.38361,2.181532,187.0,Via Laietana (Pl. Antonio López a Jaume I)
6688,137.0,Comte Borrell,243.0,la Nova Esquerra de l'Eixample,Eixample,TRÀNSIT,False,41.386853,2.150002,118.0,Urgell (Aragó a Av. Sarrià)
7226,137.0,Comte Borrell,243.0,la Nova Esquerra de l'Eixample,Eixample,TRÀNSIT,True,41.386853,2.150002,118.0,Urgell (Aragó a Av. Sarrià)
1790,137.2,Watt,24.0,Sants,Sants-Montjuïc,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES,False,41.376544,2.139714,136.0,Carrer de Sants (Pl. Espanya a Premià)
4506,137.5,Josep Soldevila,13.0,Sant Andreu,Sant Andreu,INFRAESTRUCTURES FERROVIÀRIES,False,41.428321,2.195281,336.0,Virgili (Sant Adrià a Pare Manyanet)
1808,139.1,Sant Quintí,104.0,el Guinardó,Horta-Guinardó,TRÀNSIT AERI,False,41.415499,2.17558,237.0,Ronda Guinardó (Túnel de la Rovira a Oblit)
2506,140.7,Havana,1.0,el Bon Pastor,Sant Andreu,OCI,False,41.437429,2.19662,432.0,Ferran Junoy (Sant Adrià a Potosí)
3566,141.6,Burgos,22.0,Sants,Sants-Montjuïc,ZONA DE VIANANTS,False,41.372941,2.133291,53.0,Carles III (Pl. Cerdà a Carrer de Sants)
10446,141.9,Cristóbal de Moura,207.0,el Besòs i el Maresme,Sant Martí,TRÀNSIT,True,41.415173,2.211689,359.0,Rambla Prim (Gran Via a Pl. Llevant)
9951,141.9,Cristóbal de Moura,207.0,el Besòs i el Maresme,Sant Martí,TRÀNSIT,False,41.415173,2.211689,359.0,Rambla Prim (Gran Via a Pl. Llevant)
20030,142.6,Àvila,162.0,el Parc i la Llacuna del Poblenou,Sant Martí,OCI,False,41.401859,2.189006,282.0,Meridiana (Marina a Pl. de les Glòries)
2006,143.0,Calatrava,73.0,les Tres Torres,Sarrià-Sant Gervasi,TRÀNSIT,False,41.40193,2.127948,91.0,Passeig de la Bonanova (Via Augusta a Pl. Bonanova)
9967,143.5,Escultor Canet,2.0,Sants - Badal,Sants-Montjuïc,NETEJA,True,41.374246,2.12814,36.0,Sants - Creu Coberta (Riera Blanca a Gran Via Carles III)
1493,143.5,Ramon Trias Fargas,2.0,la Barceloneta,Ciutat Vella,OCI,False,41.385851,2.196638,477.0,Dr. Aiguader (Pl. Antonio López a Pl. Voluntaris)
1348,144.1,Sancho de Ávila,133.0,el Parc i la Llacuna del Poblenou,Sant Martí,TRÀNSIT,False,41.402437,2.19476,287.0,Pere IV - Almogàvers (Bac de Roda a Badajoz)
7166,144.4,Valldaura,24.0,Horta,Horta-Guinardó,TRÀNSIT,False,41.437482,2.156005,505.0,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx)
2054,144.4,Valldaura,24.0,Horta,Horta-Guinardó,TRÀNSIT,False,41.437482,2.156005,505.0,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx)
2055,144.4,Valldaura,24.0,Horta,Horta-Guinardó,TRÀNSIT,False,41.437482,2.156005,505.0,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx)
5107,144.4,Valldaura,24.0,Horta,Horta-Guinardó,TRÀNSIT,False,41.437482,2.156005,505.0,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx)
2066,144.4,Valldaura,24.0,Horta,Horta-Guinardó,TRÀNSIT,False,41.437482,2.156005,505.0,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx)
6086,144.4,Valldaura,24.0,Horta,Horta-Guinardó,TRÀNSIT,False,41.437482,2.156005,505.0,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx)
6689,145.3,Blai,24.0,el Poble-sec,Sants-Montjuïc,OCI,True,41.373627,2.164695,167.0,Paral.lel (Ronda de Sant Pau a Calàbria)
4889,147.0,Poblenou,16.0,el Poblenou,Sant Martí,OCI,False,41.398314,2.204957,300.0,Passeig de Calvell (Bac de Roda a Llacuna)
1686,148.5,Pujades,166.0,el Poblenou,Sant Martí,TRÀNSIT,False,41.40056,2.199448,481.0,Pallars (Pere IV a Bac de Roda)
6832,154.5,Miquel Pedrola i Alegre,4.0,la Barceloneta,Ciutat Vella,OCI,True,41.378981,2.189689,391.0,Pg. Joan de Borbó (Pepe Rubianes a Dr. Aiguader)
2786,155.2,Trelawny,2.0,la Barceloneta,Ciutat Vella,OCI,False,41.384941,2.195577,477.0,Dr. Aiguader (Pl. Antonio López a Pl. Voluntaris)
1248,155.2,Trelawny,2.0,la Barceloneta,Ciutat Vella,OCI,False,41.384941,2.195577,477.0,Dr. Aiguader (Pl. Antonio López a Pl. Voluntaris)
1746,155.2,Trelawny,2.0,la Barceloneta,Ciutat Vella,OCI,False,41.384941,2.195577,477.0,Dr. Aiguader (Pl. Antonio López a Pl. Voluntaris)
2594,155.5,Flor de Neu,57.0,la Prosperitat,Nou Barris,TRÀNSIT,False,41.445027,2.183413,501.0,Ronda de Dalt (Via Júlia a Nus de la Trinitat)
6666,155.6,Evarist Arnús,12.0,les Corts,Les Corts,TRÀNSIT,False,41.382272,2.132178,129.0,Av. Madrid (Carles III a Numància)
