Id_Instal,Codi_Carrer,Tipus_Via,Nom_Carrer,Num_Carrer,Codi_Barri,Nom_Barri,Codi_Districte,Nom_Districte,Latitud,Longitud,Data_Instalacio,Data_DesInstalacio,Font
1486,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,13/04/2011,16/07/2011,ACTIVITATS A L'AIRE LLIURE
1487,16907,C,Anglí,46,23,Sarrià,05,Sarrià-Sant Gervasi,41.401879,2.124334,02/11/2011,17/11/2011,INFRAESTRUCTURES FERROVIÀRIES
1488,198804,Av,Paral·lel,55,11,el Poble-sec,03,Sants-Montjuïc,41.374775,2.170972,19/07/2012,24/02/2013,OCI
1489,320602,C,Sargelet,9,30,la Salut,06,Gràcia,41.409259,2.150551,07/03/2013,05/04/2013,TRÀNSIT
1491,110304,C,Enric Granados,151,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.394445,2.153501,21/01/2014,03/04/2014,OCI
1492,70607,C,Casanova,148,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.389384,2.153871,25/02/2011,13/06/2011,SIRENES
1493,132908,C,Ramon Trias Fargas,2,03,la Barceloneta,01,Ciutat Vella,41.385851,2.196638,30/12/2012,29/05/2013,OCI
1495,110304,C,Enric Granados,143,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.394284,2.153714,21/01/2014,17/11/2015,OCI
1496,11200,C,Almogàvers,120,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190214,07/07/2016,08/11/2016,OCI
1497,366206,C,Viriat,23,18,Sants,03,Sants-Montjuïc,41.380113,2.139527,17/03/2011,14/06/2013,XARXA DE TRANSPORT PÚBLIC
1498,16907,C,Anglí,46,23,Sarrià,05,Sarrià-Sant Gervasi,41.401879,2.124334,30/09/2013,25/10/2013,INFRAESTRUCTURES FERROVIÀRIES
1500,326303,C,de les Sitges,6,01,el Raval,01,Ciutat Vella,41.384345,2.169737,27/04/2016,09/11/2016,OCI
1501,324501,C,Servet,37,60,Sant Andreu,09,Sant Andreu,41.437006,2.187985,15/04/2011,11/04/2012,NETEJA
1502,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,18/04/2012,21/01/2014,ACTIVITATS A L'AIRE LLIURE
1503,326052,C,Torroella de Montgrí,11,61,la Sagrera,09,Sant Andreu,41.427445,2.186703,21/01/2014,10/06/2014,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1504,191204,C,Mallorca,149,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.385256,2.15107,11/07/2014,03/11/2014,TRÀNSIT
1505,15201,C,Andrade,238,73,la Verneda i la Pau,10,Sant Martí,41.420039,2.206656,04/12/2014,12/03/2015,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1506,169409,G.V.,Corts Catalanes,839,65,el Clot,10,Sant Martí,41.405556,2.189439,12/03/2015,09/09/2015,TRÀNSIT
1507,194406,Pg,Maragall,357,36,la Font d'en Fargues,07,Horta-Guinardó,41.427551,2.16691,06/10/2015,04/11/2015,TRÀNSIT
1508,119900,Pl,Farga,12,16,la Bordeta,03,Sants-Montjuïc,41.372047,2.138161,14/04/2011,07/07/2011,NETEJA
1509,261707,C,Pomaret,9,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.402943,2.125148,02/11/2011,17/11/2011,INFRAESTRUCTURES FERROVIÀRIES
1510,359109,Pg,Lluís Companys,10,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.389906,2.183003,19/07/2012,08/11/2012,ACTIVITATS A L'AIRE LLIURE
1511,363809,C,Villarroel,170,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.389131,2.151662,08/11/2012,06/02/2013,SIRENES
1512,278200,Av,Reina Maria Cristina,8,11,el Poble-sec,03,Sants-Montjuïc,41.371794,2.150782,22/02/2013,23/11/2015,ACTIVITATS A L'AIRE LLIURE
1514,348805,Pl,Revolució de Setembre 1868,3,31,la Vila de Gràcia,06,Gràcia,41.402754,2.158158,29/07/2011,02/09/2011,OCI
1516,292201,Pl,Sagrada Família,4,06,la Sagrada Família,02,Eixample,41.40216,2.172608,01/08/2012,10/02/2013,XARXA DE TRANSPORT PÚBLIC
1517,86902,C,Nou de la Rambla,122,11,el Poble-sec,03,Sants-Montjuïc,41.374193,2.169111,04/03/2013,04/11/2015,OCI
1518,348805,Pl,Revolució de Setembre 1868,3,31,la Vila de Gràcia,06,Gràcia,41.402754,2.158158,14/03/2016,13/06/2016,OCI
1519,322007,C,Segre,129,60,Sant Andreu,09,Sant Andreu,41.430623,2.195064,06/08/2010,24/11/2010,NETEJA
1520,119900,Pl,Farga,12,16,la Bordeta,03,Sants-Montjuïc,41.372047,2.138161,13/07/2011,13/12/2011,NETEJA
1522,74109,C,Castor,4,48,la Guineueta,08,Nou Barris,41.442066,2.17034,26/03/2013,21/01/2014,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1523,249304,C,Pere IV,72,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.396785,2.192893,21/01/2014,11/12/2014,OCI
1524,34308,C,Rambla,98,02,el Barri Gòtic,01,Ciutat Vella,41.382191,2.172472,24/09/2009,22/10/2010,OCI
1525,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384925,2.182772,31/05/2011,08/11/2013,OCI
1526,347551,C,Tucumán,1,58,Baró de Viver,09,Sant Andreu,41.445535,2.200153,12/02/2014,03/04/2014,TRÀNSIT
1527,197302,C,Marina,155,05,el Fort Pienc,02,Eixample,41.398089,2.181525,08/11/2016,11/10/2017,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
1528,112208,C,Escudellers,53,02,el Barri Gòtic,01,Ciutat Vella,41.380172,2.176917,03/07/2015,12/11/2015,OCI
1529,348408,C,Tuset,17,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.396156,2.151563,12/05/2016,18/08/2016,OCI
1546,276001,Pl,Reial,9,02,el Barri Gòtic,01,Ciutat Vella,41.380368,2.17539,23/09/2010,04/10/2010,OCI
1547,289105,C,Rosselló,515,06,la Sagrada Família,02,Eixample,41.409174,2.178341,14/04/2011,05/05/2011,ACTIVITATS A L'AIRE LLIURE
1548,43400,C,Blai,52,11,el Poble-sec,03,Sants-Montjuïc,41.374325,2.162859,01/08/2012,08/11/2012,OCI
1549,43400,C,Blai,52,11,el Poble-sec,03,Sants-Montjuïc,41.374325,2.162859,04/03/2013,04/11/2015,OCI
1586,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,17/11/2016,20/12/2016,OCI
1626,289105,C,Rosselló,490,06,la Sagrada Família,02,Eixample,41.408993,2.178322,28/11/2016,01/03/2017,ACTIVITATS A L'AIRE LLIURE
1627,32700,C,Balmes,232,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39893,2.150899,11/11/2016,,TRÀNSIT
1666,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,04/06/2015,26/01/2016,OCI
1686,270901,C,Pujades,166,68,el Poblenou,10,Sant Martí,41.40056,2.199448,19/12/2016,05/10/2022,TRÀNSIT
1706,11200,C,Almogàvers,120,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190214,19/12/2016,21/04/2017,OCI
1707,249304,C,Pere IV,72,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.396785,2.192893,19/12/2016,21/04/2017,OCI
1726,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,20/12/2016,26/05/2017,OCI
1746,325107,C,Trelawny,2,03,la Barceloneta,01,Ciutat Vella,41.384941,2.195577,29/12/2016,08/11/2017,OCI
1766,191204,C,Mallorca,159,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.388375,2.155073,17/02/2009,01/05/2009,SIRENES
1767,112208,C,Escudellers,53,02,el Barri Gòtic,01,Ciutat Vella,41.380172,2.176917,03/04/2012,10/12/2013,OCI
1768,249304,C,Pere IV,72,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.396785,2.192893,09/05/2012,06/11/2012,OCI
1769,249304,C,Pere IV,100,68,el Poblenou,10,Sant Martí,41.398428,2.194264,06/11/2012,28/02/2013,OCI
1770,120807,Via,Favència,377,53,la Trinitat Nova,08,Nou Barris,41.447024,2.186277,28/02/2013,10/04/2013,TRÀNSIT
1772,700813,C,Doctor Aiguader,30,03,la Barceloneta,01,Ciutat Vella,41.383201,2.189005,28/02/2012,11/04/2012,TRÀNSIT
1773,209900,Av,Meridiana,482,60,Sant Andreu,09,Sant Andreu,41.435762,2.184521,06/08/2010,20/11/2010,TRÀNSIT
1774,197302,C,Marina,33,67,la Vila Olímpica del Poblenou,10,Sant Martí,41.388177,2.195242,15/04/2011,11/04/2012,SIRENES
1775,351901,Pg,Valldaura,143,48,la Guineueta,08,Nou Barris,41.439266,2.167595,09/05/2012,26/07/2012,TRÀNSIT
1776,130403,C,Fontanella,4,02,el Barri Gòtic,01,Ciutat Vella,41.387314,2.171858,01/08/2012,08/11/2012,TRÀNSIT
1777,148307,Pg,Gràcia,62,07,la Dreta de l'Eixample,02,Eixample,41.392885,2.164365,08/11/2012,10/02/2013,TRÀNSIT
1778,43400,C,Blai,52,11,el Poble-sec,03,Sants-Montjuïc,41.374325,2.162859,10/03/2016,14/11/2016,OCI
1779,305100,Pg,Sant Joan,162,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.402468,2.165742,15/12/2011,10/04/2012,TRÀNSIT
1780,197903,Pg,Marítim de la Barceloneta,44,03,la Barceloneta,01,Ciutat Vella,41.386155,2.197901,25/10/2011,30/12/2012,OCI
1781,120807,Via,Favència,377,53,la Trinitat Nova,08,Nou Barris,41.447047,2.186326,14/06/2013,25/09/2013,TRÀNSIT
1782,236700,C,de l'Or,10,31,la Vila de Gràcia,06,Gràcia,41.403978,2.156015,29/07/2011,14/10/2011,TRÀNSIT
1783,194406,Pg,Maragall,357,36,la Font d'en Fargues,07,Horta-Guinardó,41.427551,2.16691,16/12/2011,11/04/2012,TRÀNSIT
1784,133401,C,Francolí,36,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,41.403963,2.146804,21/06/2016,11/01/2017,TRÀNSIT
1785,169409,G.V.,Corts Catalanes,351,15,Hostafrancs,03,Sants-Montjuïc,41.373645,2.147005,14/12/2011,11/04/2012,TRÀNSIT
1786,209900,Av,Meridiana,294,61,la Sagrera,09,Sant Andreu,41.422232,2.187115,18/04/2012,19/07/2012,TRÀNSIT
1787,18505,C,Aragó,301,07,la Dreta de l'Eixample,02,Eixample,41.394698,2.167894,02/12/2013,12/02/2014,TRÀNSIT
1788,18505,C,Aragó,301,07,la Dreta de l'Eixample,02,Eixample,41.394698,2.167894,23/04/2014,30/09/2014,TRÀNSIT
1789,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,29/10/2012,07/02/2013,OCI
1790,367901,C,Watt,24,18,Sants,03,Sants-Montjuïc,41.376544,2.139714,04/03/2013,28/05/2013,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1791,223504,C,Muntadas,10,18,Sants,03,Sants-Montjuïc,41.376437,2.140203,28/05/2013,10/12/2013,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1793,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,07/02/2013,10/12/2013,OCI
1794,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,21/01/2014,22/06/2014,OCI
1795,234908,C,Olot,18,30,la Salut,06,Gràcia,41.413606,2.153563,15/01/2014,14/04/2014,XARXA DE TRANSPORT PÚBLIC
1796,50803,C,Buenaventura Muñoz,62,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.393376,2.187263,27/10/2014,03/02/2015,XARXA DE TRANSPORT PÚBLIC
1797,28000,Via,Augusta,425,23,Sarrià,05,Sarrià-Sant Gervasi,41.404881,2.11754,25/01/2011,16/06/2011,TRÀNSIT
1798,261853,Av,Pompeu Fabra,12,30,la Salut,06,Gràcia,41.414663,2.157505,04/11/2011,02/12/2011,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1799,344101,Trav,Gràcia,79,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.397106,2.151023,15/12/2011,11/04/2012,TRÀNSIT
1800,32700,C,Balmes,246,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.399559,2.150109,28/05/2012,01/06/2012,NETEJA
1802,172403,C,Joan Güell,153,19,les Corts,04,Les Corts,41.382698,2.131468,20/01/2013,20/03/2013,TRÀNSIT
1803,334108,C,Teodora Lamadrid,10,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.406136,2.137676,28/05/2010,29/02/2012,NETEJA
1804,261853,Av,Pompeu Fabra,12,30,la Salut,06,Gràcia,41.414663,2.157505,26/06/2012,18/07/2012,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1805,208205,C,Menorca,25,72,Sant Martí de Provençals,10,Sant Martí,41.420323,2.19775,06/11/2012,08/03/2013,ANIMALS
1807,11200,C,Almogàvers,120,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190214,18/04/2012,05/10/2012,OCI
1808,310008,C,Sant Quintí,104,35,el Guinardó,07,Horta-Guinardó,41.415499,2.17558,04/11/2012,06/11/2012,TRÀNSIT AERI
1809,11200,C,Almogàvers,100,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.396458,2.189419,06/11/2012,08/03/2013,OCI
1810,261004,C,Poeta Cabanyes,11,11,el Poble-sec,03,Sants-Montjuïc,41.374384,2.165808,05/06/2010,06/06/2010,NETEJA
1811,32700,C,Balmes,246,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.399559,2.150109,13/07/2010,04/11/2010,NETEJA
1812,322007,C,Segre,123,60,Sant Andreu,09,Sant Andreu,41.430954,2.19481,24/11/2010,11/04/2012,NETEJA
1814,74109,C,Castor,4,48,la Guineueta,08,Nou Barris,41.442066,2.17034,06/11/2012,14/03/2013,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1815,227800,C,Nicaragua,126,19,les Corts,04,Les Corts,41.386817,2.137239,28/05/2010,13/07/2010,ANIMALS
1816,279600,Av,República Argentina,239,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,41.412437,2.139794,27/07/2010,05/07/2011,TRÀNSIT
1817,197903,Pg,Marítim de la Barceloneta,37,03,la Barceloneta,01,Ciutat Vella,41.385086,2.196114,25/10/2011,13/12/2011,OCI
1818,32700,C,Balmes,36,07,la Dreta de l'Eixample,02,Eixample,41.388576,2.163707,14/12/2011,09/01/2013,OCI
1819,218606,Pg,Montjuïc,50,11,el Poble-sec,03,Sants-Montjuïc,41.371728,2.169036,09/01/2013,08/02/2013,NETEJA
1820,74109,C,Castor,4,48,la Guineueta,08,Nou Barris,41.442066,2.17034,19/03/2016,05/04/2016,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1826,278200,Av,Reina Maria Cristina,8,11,el Poble-sec,03,Sants-Montjuïc,41.371794,2.150782,23/12/2016,17/11/2017,ACTIVITATS A L'AIRE LLIURE
1886,236700,C,de l'Or,10,31,la Vila de Gràcia,06,Gràcia,41.403978,2.156015,19/01/2017,,OCI
1887,326904,Pl,Sol,2,31,la Vila de Gràcia,06,Gràcia,41.401519,2.156851,19/01/2017,04/09/2024,OCI
1888,183603,C,Llacuna,122,68,el Poblenou,10,Sant Martí,41.404116,2.19518,19/01/2017,04/10/2022,TRÀNSIT
1906,226400,C,Las Navas de Tolosa,278,63,Navas,09,Sant Andreu,41.415571,2.186405,23/01/2017,,TRÀNSIT
1926,102500,C,Doctor Joaquín Albarrán,5,21,Pedralbes,04,Les Corts,41.38984,2.107296,25/01/2017,26/01/2017,TRÀNSIT
1946,102500,C,Doctor Joaquín Albarrán,5,21,Pedralbes,04,Les Corts,41.38984,2.107296,26/01/2017,03/03/2017,TRÀNSIT
1947,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,24/01/2017,26/04/2017,OCI
1948,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175111,24/01/2017,14/12/2017,OCI
1966,701278,Pg,Taulat,263,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,41.405017,2.212947,31/01/2017,21/04/2017,TRÀNSIT
1967,255602,Pg,Pineda,52,56,Vallbona,08,Nou Barris,41.466363,2.182726,31/01/2017,25/05/2017,TRÀNSIT
1968,236801,C,Orpí,7,56,Vallbona,08,Nou Barris,41.462215,2.18302,31/01/2017,21/04/2017,TRÀNSIT
1986,43400,C,Blai,52,11,el Poble-sec,03,Sants-Montjuïc,41.374325,2.162859,01/02/2017,26/04/2017,OCI
1987,167709,C,Joaquín Costa,33,01,el Raval,01,Ciutat Vella,41.382336,2.165958,01/02/2017,21/12/2017,OCI
1988,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.38039,2.177536,01/02/2017,14/12/2017,OCI
1989,349309,Rda,Universitat,27,07,la Dreta de l'Eixample,02,Eixample,41.386907,2.166982,01/02/2017,25/05/2017,XARXA DE TRANSPORT PÚBLIC
1990,225500,C,Nàpols,139,05,el Fort Pienc,02,Eixample,41.396332,2.178057,01/02/2017,25/05/2017,ANIMALS
2006,54906,C,Calatrava,73,24,les Tres Torres,05,Sarrià-Sant Gervasi,41.40193,2.127948,06/02/2017,20/06/2017,TRÀNSIT
2026,148409,Ctra,Sant Cugat,95,28,Vallcarca i els Penitents,06,Gràcia,41.422393,2.138326,08/02/2017,20/06/2017,TRÀNSIT
2027,320908,Ctra,Sarrià a Vallvidrera,97,23,Sarrià,05,Sarrià-Sant Gervasi,41.40806,2.111839,08/02/2017,24/05/2017,TRÀNSIT
2028,157308,Ctra,Horta a Cerdanyola,20,43,Horta,07,Horta-Guinardó,41.4412,2.154997,08/02/2017,26/05/2017,TRÀNSIT
2046,344101,Trav,Gràcia,313,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.406298,2.165617,27/02/2017,04/06/2018,TRÀNSIT
2047,31300,C,Bailèn,214,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.402231,2.163695,27/02/2017,06/06/2018,TRÀNSIT
2048,305100,Pg,Sant Joan,153,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.402054,2.16584,27/02/2017,06/06/2018,TRÀNSIT
2049,286504,C,Roger de Flor,274,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.403048,2.167147,27/02/2017,09/03/2017,TRÀNSIT
2050,76807,C,Sardenya,390,06,la Sagrada Família,02,Eixample,41.406612,2.169173,27/02/2017,04/06/2018,TRÀNSIT
2051,119003,Pg,Fabra i Puig,409,43,Horta,07,Horta-Guinardó,41.434538,2.16368,28/02/2017,04/06/2018,TRÀNSIT
2052,107401,C,Eduard Toda,51,43,Horta,07,Horta-Guinardó,41.435841,2.156499,28/02/2017,04/06/2018,TRÀNSIT
2053,58102,C,Campoamor,37,43,Horta,07,Horta-Guinardó,41.433985,2.156116,28/02/2017,06/06/2018,TRÀNSIT
2054,351901,Pg,Valldaura,24,43,Horta,07,Horta-Guinardó,41.437482,2.156005,28/02/2017,28/02/2017,TRÀNSIT
2055,351901,Pg,Valldaura,24,43,Horta,07,Horta-Guinardó,41.437482,2.156005,28/02/2017,28/02/2017,TRÀNSIT
2066,351901,Pg,Valldaura,24,43,Horta,07,Horta-Guinardó,41.437482,2.156005,01/03/2017,04/06/2018,TRÀNSIT
2067,329505,C,Tajo,56,43,Horta,07,Horta-Guinardó,41.429716,2.160326,01/03/2017,04/06/2018,TRÀNSIT
2106,249304,C,Pere IV,100,68,el Poblenou,10,Sant Martí,41.398428,2.194264,10/11/2016,18/01/2023,TRÀNSIT
2166,279600,Av,República Argentina,223,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,41.411733,2.140766,11/10/2016,25/05/2022,TRÀNSIT
2186,286504,C,Roger de Flor,274,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.403048,2.167147,22/03/2017,04/06/2018,TRÀNSIT
2206,297001,C,Sant Antoni Maria Claret,373,61,la Sagrera,09,Sant Andreu,41.421297,2.187865,23/03/2017,06/02/2020,TRÀNSIT
2207,297001,C,Sant Antoni Maria Claret,403,61,la Sagrera,09,Sant Andreu,41.42235,2.188889,23/03/2017,12/04/2022,TRÀNSIT
2208,339906,C,Torre dels Pardals,45,35,el Guinardó,07,Horta-Guinardó,41.422861,2.174795,23/03/2017,,TRÀNSIT
2209,339906,C,Torre dels Pardals,96,35,el Guinardó,07,Horta-Guinardó,41.423756,2.172718,23/03/2017,05/05/2022,TRÀNSIT
2246,11200,C,Almogàvers,188,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.400734,2.195192,26/04/2017,18/01/2023,TRÀNSIT
2266,87009,C,Comte Borrell,81,10,Sant Antoni,02,Eixample,41.378636,2.160708,26/04/2017,05/03/2018,TRÀNSIT
2267,361406,C,Viladomat,71,10,Sant Antoni,02,Eixample,41.378218,2.159148,26/04/2017,,TRÀNSIT
2268,285807,C,Rocafort,47,10,Sant Antoni,02,Eixample,41.377418,2.15569,26/04/2017,17/04/2019,TRÀNSIT
2286,326303,C,de les Sitges,6,01,el Raval,01,Ciutat Vella,41.384345,2.169737,23/12/2016,25/01/2018,OCI
2306,32700,C,Balmes,45,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.389053,2.162751,19/05/2017,09/06/2022,TRÀNSIT
2326,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,26/05/2017,24/10/2017,OCI
2327,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,26/05/2017,14/12/2017,OCI
2347,43400,C,Blai,52,11,el Poble-sec,03,Sants-Montjuïc,41.374325,2.162859,30/05/2017,17/04/2018,OCI
2348,167505,Pl,Joanic,7,31,la Vila de Gràcia,06,Gràcia,41.405521,2.16221,30/05/2017,18/04/2018,OCI
2349,348408,C,Tuset,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39545,2.152752,30/05/2017,19/04/2018,OCI
2366,268808,Av,Portal de l'Àngel,24,02,el Barri Gòtic,01,Ciutat Vella,41.385747,2.172972,30/05/2017,21/12/2017,OCI
2367,366400,Pl,Virreina,91,31,la Vila de Gràcia,06,Gràcia,41.405106,2.157168,30/05/2017,14/11/2017,OCI
2368,229001,Pl,Nord,7,31,la Vila de Gràcia,06,Gràcia,41.407008,2.155295,30/05/2017,10/07/2019,OCI
2386,344101,Trav,Gràcia,338,33,el Baix Guinardó,07,Horta-Guinardó,41.408819,2.169862,30/05/2017,14/12/2017,ACTIVITATS A L'AIRE LLIURE
2406,296508,Rda,Sant Antoni,31,10,Sant Antoni,02,Eixample,41.381565,2.163384,30/05/2017,05/07/2017,TRÀNSIT
2426,284305,Pl,Vila de Gràcia,1,31,la Vila de Gràcia,06,Gràcia,41.400127,2.157939,09/06/2017,10/07/2019,OCI
2446,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384925,2.182772,08/06/2017,11/04/2018,OCI
2506,701292,Pg,Havana,1,59,el Bon Pastor,09,Sant Andreu,41.437429,2.19662,14/12/2017,14/12/2017,OCI
2508,346800,Rbla,Poblenou,44,68,el Poblenou,10,Sant Martí,41.400018,2.202882,27/06/2017,,OCI
2526,181200,C,Lucà,18,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,41.411259,2.138515,14/06/2017,25/05/2022,TRÀNSIT
2547,348408,C,Tuset,13,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.396035,2.151733,06/07/2017,07/06/2022,OCI
2548,112208,C,Escudellers,34,02,el Barri Gòtic,01,Ciutat Vella,41.380127,2.176933,06/07/2017,28/09/2023,OCI
2549,296508,Rda,Sant Antoni,59,10,Sant Antoni,02,Eixample,41.384606,2.163801,05/07/2017,28/11/2019,TRÀNSIT
2566,148409,Ctra,Sant Cugat,250,40,Montbau,07,Horta-Guinardó,41.434457,2.131222,07/07/2017,20/09/2017,ANIMALS
2586,198509,Av,Marquès de Castellbell,21,42,la Clota,07,Horta-Guinardó,41.429071,2.155578,02/08/2017,24/01/2018,TRÀNSIT
2587,344101,Trav,Gràcia,79,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.397106,2.151023,02/08/2017,15/11/2017,OCI
2588,193108,Pg,Manuel Girona,10,21,Pedralbes,04,Les Corts,41.389895,2.120557,02/08/2017,15/11/2017,TRÀNSIT
2589,130403,C,Fontanella,4,02,el Barri Gòtic,01,Ciutat Vella,41.387314,2.171858,02/08/2017,11/10/2017,TRÀNSIT
2591,209900,Av,Meridiana,274,61,la Sagrera,09,Sant Andreu,41.420538,2.187095,03/08/2017,08/11/2017,TRÀNSIT
2592,241200,C,Palamós,85,53,la Trinitat Nova,08,Nou Barris,41.45288,2.187211,03/08/2017,24/01/2018,TRÀNSIT
2593,23709,C,Arítjols,27,52,la Prosperitat,08,Nou Barris,41.44251,2.1823,03/08/2017,24/01/2018,TRÀNSIT
2594,127205,C,Flor de Neu,57,52,la Prosperitat,08,Nou Barris,41.445027,2.183413,03/08/2017,25/01/2018,TRÀNSIT
2595,156509,C,Hondures,41,61,la Sagrera,09,Sant Andreu,41.420687,2.188673,03/08/2017,09/10/2017,TRÀNSIT
2596,322007,C,Segre,123,60,Sant Andreu,09,Sant Andreu,41.430954,2.19481,03/08/2017,07/09/2017,TRÀNSIT
2597,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,03/08/2017,18/07/2018,ACTIVITATS A L'AIRE LLIURE
2626,237600,C,Pau Alcover,41,24,les Tres Torres,05,Sarrià-Sant Gervasi,41.400335,2.128454,02/08/2017,24/01/2018,TRÀNSIT
2646,30307,Pl,Bacardí,2,43,Horta,07,Horta-Guinardó,41.429704,2.163647,13/09/2017,11/10/2017,OCI
2666,701753,Jard,Ramon Aramon i Serra,2,15,Hostafrancs,03,Sants-Montjuïc,41.374615,2.14687,11/10/2017,11/10/2017,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
2686,197302,C,Marina,155,05,el Fort Pienc,02,Eixample,41.398089,2.181525,11/10/2017,18/06/2018,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
2706,701753,Jard,Ramon Aramon i Serra,2,15,Hostafrancs,03,Sants-Montjuïc,41.374615,2.14687,11/10/2017,01/03/2018,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
2707,30307,Pl,Bacardí,2,43,Horta,07,Horta-Guinardó,41.429704,2.163647,12/10/2017,21/03/2018,OCI
2726,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,26/10/2017,14/12/2017,OCI
2746,50905,C,Ventura Plaja,28,17,Sants - Badal,03,Sants-Montjuïc,41.374796,2.12587,08/11/2017,04/12/2017,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
2766,161101,C,Independència,349,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.410734,2.179349,08/11/2017,19/12/2017,TRÀNSIT
2786,325107,C,Trelawny,2,03,la Barceloneta,01,Ciutat Vella,41.384941,2.195577,08/11/2017,02/05/2018,OCI
2806,32700,C,Balmes,417,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.407806,2.138003,15/11/2017,12/12/2017,TRÀNSIT
