Id_Instal,Codi_Carrer,Tipus_Via,Nom_Carrer,Num_Carrer,Codi_Barri,Nom_Barri,Codi_Districte,Nom_Districte,Latitud,Longitud,Data_Instalacio,Data_DesInstalacio,Font
67,294874,Pg,Salvat Papasseit,32,03,la Barceloneta,01,Ciutat Vella,41.380962,2.191743,08/04/2013,05/06/2013,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
86,120807,Via,Favència,377,53,la Trinitat Nova,08,Nou Barris,41.447024,2.186277,10/04/2013,30/05/2013,TRÀNSIT
87,218606,Pg,Montjuïc,50,11,el Poble-sec,03,Sants-Montjuïc,41.371728,2.169036,08/04/2013,01/10/2013,NETEJA
106,37408,C,de Beethoven,9,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.393038,2.140707,23/05/2013,09/12/2013,OCI
107,348408,C,Tuset,17,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.396156,2.151563,23/05/2013,09/12/2013,OCI
146,16907,C,Anglí,46,23,Sarrià,05,Sarrià-Sant Gervasi,41.401879,2.124334,01/10/2013,11/11/2013,INFRAESTRUCTURES FERROVIÀRIES
147,44709,Pg,Bonanova,78,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.402274,2.125322,30/09/2013,11/11/2013,INFRAESTRUCTURES FERROVIÀRIES
166,44709,Pg,Bonanova,78,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.402397,2.12489,11/11/2013,30/01/2014,INFRAESTRUCTURES FERROVIÀRIES
167,44709,Pg,Bonanova,78,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.402397,2.12489,11/11/2013,09/12/2013,INFRAESTRUCTURES FERROVIÀRIES
186,348408,C,Tuset,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39545,2.152752,29/01/2014,16/01/2015,OCI
187,348408,C,Tuset,17,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.396156,2.151563,29/01/2014,16/01/2015,OCI
206,112208,C,Escudellers,53,02,el Barri Gòtic,01,Ciutat Vella,41.380172,2.176917,05/02/2014,30/01/2015,OCI
207,86902,C,Nou de la Rambla,21,01,el Raval,01,Ciutat Vella,41.378273,2.173348,05/02/2014,30/01/2015,OCI
208,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384925,2.182772,05/02/2014,30/01/2015,OCI
246,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,23/06/2014,27/01/2015,OCI
266,220200,C,Montserrat,4,01,el Raval,01,Ciutat Vella,41.377376,2.174657,05/02/2014,08/07/2014,OCI
267,179708,C,de Lincoln,10,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.400268,2.150366,23/01/2014,20/01/2015,OCI
268,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175111,23/04/2014,29/01/2015,OCI
286,220200,C,Montserrat,4,01,el Raval,01,Ciutat Vella,41.377376,2.174657,05/02/2014,29/01/2015,OCI
306,346800,Rbla,Poblenou,44,68,el Poblenou,10,Sant Martí,41.400018,2.202882,07/08/2014,27/10/2014,OCI
326,17706,C,Antoni de Capmany,41,18,Sants,03,Sants-Montjuïc,41.37221,2.132291,27/01/2015,19/05/2015,TRÀNSIT
346,348408,C,Tuset,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39545,2.152752,29/01/2015,10/02/2016,OCI
347,348408,C,Tuset,17,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.396156,2.151563,29/01/2015,10/02/2016,OCI
366,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,04/02/2015,06/10/2015,OCI
386,112208,C,Escudellers,53,02,el Barri Gòtic,01,Ciutat Vella,41.380172,2.176917,13/03/2015,14/03/2015,OCI
387,86902,C,Nou de la Rambla,21,01,el Raval,01,Ciutat Vella,41.378273,2.173348,13/03/2015,14/03/2015,OCI
388,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384925,2.182772,13/03/2015,14/03/2015,OCI
389,220200,C,Montserrat,4,01,el Raval,01,Ciutat Vella,41.377376,2.174657,13/03/2015,26/10/2015,OCI
390,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175111,12/03/2015,10/11/2015,OCI
391,223606,C,Muntaner,488,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.402959,2.137834,13/03/2015,18/06/2015,TRÀNSIT
406,148307,Pg,Gràcia,124,31,la Vila de Gràcia,06,Gràcia,41.397771,2.158114,19/12/2014,17/06/2016,TRÀNSIT
426,158901,Pl,Osca,10,18,Sants,03,Sants-Montjuïc,41.376104,2.138506,04/06/2015,29/07/2015,OCI
428,281409,Ctra,Ribes,85,57,la Trinitat Vella,09,Sant Andreu,41.449997,2.189522,13/05/2015,09/09/2015,TRÀNSIT
446,11200,C,Almogàvers,120,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190214,17/06/2015,06/10/2015,OCI
447,249304,C,Pere IV,72,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.396785,2.192893,17/06/2015,14/06/2016,OCI
448,357602,Pg,Verneda,67,73,la Verneda i la Pau,10,Sant Martí,41.42766,2.206764,17/06/2015,06/10/2015,INFRAESTRUCTURES FERROVIÀRIES
466,66508,G.V.,Carles III,38,19,les Corts,04,Les Corts,41.382044,2.128501,18/06/2015,10/02/2016,XARXA DE TRANSPORT PÚBLIC
486,326904,Pl,Sol,2,31,la Vila de Gràcia,06,Gràcia,41.401519,2.156851,12/02/2015,16/12/2016,OCI
487,148307,Pg,Gràcia,111,31,la Vila de Gràcia,06,Gràcia,41.396967,2.158797,01/01/2015,17/06/2016,TRÀNSIT
488,148307,Pg,Gràcia,81,07,la Dreta de l'Eixample,02,Eixample,41.394328,2.162068,01/01/2015,29/06/2016,TRÀNSIT
489,148307,Pg,Gràcia,51,07,la Dreta de l'Eixample,02,Eixample,41.392571,2.164247,01/01/2015,17/06/2016,TRÀNSIT
490,148307,Pg,Gràcia,27,07,la Dreta de l'Eixample,02,Eixample,41.390798,2.166439,01/01/2015,17/06/2016,TRÀNSIT
491,148307,Pg,Gràcia,13,07,la Dreta de l'Eixample,02,Eixample,41.389653,2.167857,01/01/2015,17/06/2016,TRÀNSIT
492,329902,C,Tamarit,89,10,Sant Antoni,02,Eixample,41.375415,2.156423,11/03/2015,18/10/2016,TRÀNSIT
493,198804,Av,Paral·lel,167,11,el Poble-sec,03,Sants-Montjuïc,41.374891,2.156378,11/03/2015,24/01/2017,TRÀNSIT
494,192502,C,Manso,1,10,Sant Antoni,02,Eixample,41.375392,2.158681,11/03/2015,18/10/2016,TRÀNSIT
495,198804,Av,Paral·lel,139,11,el Poble-sec,03,Sants-Montjuïc,41.374886,2.158564,11/03/2015,13/05/2022,TRÀNSIT
496,198804,Av,Paral·lel,115,11,el Poble-sec,03,Sants-Montjuïc,41.374878,2.161584,11/03/2015,,TRÀNSIT
497,198804,Av,Paral·lel,81,11,el Poble-sec,03,Sants-Montjuïc,41.374858,2.166867,11/03/2015,,TRÀNSIT
506,17706,C,Antoni de Capmany,3,17,Sants - Badal,03,Sants-Montjuïc,41.370172,2.130116,01/01/2015,05/06/2018,TRÀNSIT
507,17706,C,Antoni de Capmany,41,18,Sants,03,Sants-Montjuïc,41.372298,2.132371,01/01/2015,05/06/2018,TRÀNSIT
508,173905,C,Jocs Florals,15,18,Sants,03,Sants-Montjuïc,41.374459,2.134335,01/01/2015,05/06/2018,TRÀNSIT
509,66508,G.V.,Carles III,41,20,la Maternitat i Sant Ramon,04,Les Corts,41.381147,2.128383,13/04/2015,22/10/2016,TRÀNSIT
510,343903,Trav,Corts,44,20,la Maternitat i Sant Ramon,04,Les Corts,41.379161,2.123099,13/04/2015,22/10/2016,TRÀNSIT
511,282252,Rier,Blanca,7,20,la Maternitat i Sant Ramon,04,Les Corts,41.377163,2.121832,13/04/2015,22/10/2016,TRÀNSIT
512,187207,Av,Madrid,7,20,la Maternitat i Sant Ramon,04,Les Corts,41.376114,2.123291,01/04/2015,22/10/2016,TRÀNSIT
513,187207,Av,Madrid,61,20,la Maternitat i Sant Ramon,04,Les Corts,41.377848,2.126166,13/04/2015,22/10/2016,TRÀNSIT
514,166513,Jard,Bacardí,,20,la Maternitat i Sant Ramon,04,Les Corts,41.379878,2.125553,13/04/2015,22/10/2016,TRÀNSIT
515,23800,C,Arizala,52,20,la Maternitat i Sant Ramon,04,Les Corts,41.377923,2.124119,13/04/2015,22/10/2016,TRÀNSIT
516,87100,C,Comte de Güell,36,20,la Maternitat i Sant Ramon,04,Les Corts,41.377774,2.122523,13/04/2015,22/10/2016,TRÀNSIT
517,84703,C,Comandant Benítez,8,20,la Maternitat i Sant Ramon,04,Les Corts,41.379721,2.127188,13/04/2015,22/10/2016,TRÀNSIT
526,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384925,2.182772,03/07/2015,24/05/2016,OCI
546,86902,C,Nou de la Rambla,21,01,el Raval,01,Ciutat Vella,41.378273,2.173348,06/07/2015,10/02/2016,OCI
566,198804,Av,Paral·lel,22,01,el Raval,01,Ciutat Vella,41.374818,2.174165,20/08/2015,11/02/2016,XARXA DE TRANSPORT PÚBLIC
586,700892,Pg,Garcia Fària,75,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,41.404975,2.215146,09/09/2015,16/02/2016,TRÀNSIT
606,356905,Pg,Verdum,8,45,Porta,08,Nou Barris,41.435972,2.172619,07/10/2015,18/03/2016,TRÀNSIT
607,249304,C,Pere IV,185,68,el Poblenou,10,Sant Martí,41.40392,2.198563,07/10/2015,19/12/2015,TRÀNSIT
608,197302,C,Marina,155,05,el Fort Pienc,02,Eixample,41.398089,2.181525,27/10/2015,10/02/2016,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
626,177101,Via,Laietana,18,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383568,2.17938,06/10/2015,10/11/2015,TRÀNSIT
646,236700,C,de l'Or,10,31,la Vila de Gràcia,06,Gràcia,41.403978,2.156015,29/10/2015,30/10/2015,OCI
647,32700,C,Balmes,173,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.396109,2.153807,21/04/2015,18/10/2016,TRÀNSIT
648,32700,C,Balmes,232,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39893,2.150899,28/07/2015,18/10/2016,TRÀNSIT
649,32700,C,Balmes,272,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.400833,2.148185,28/07/2015,10/11/2016,TRÀNSIT
650,144601,Av,Diagonal,454,31,la Vila de Gràcia,06,Gràcia,41.396206,2.157872,21/04/2015,06/02/2017,TRÀNSIT
651,110304,C,Enric Granados,159,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.394676,2.153191,21/04/2015,,OCI
652,144601,Av,Diagonal,570,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.393994,2.14914,21/04/2015,06/02/2017,TRÀNSIT
653,144601,Av,Diagonal,600,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.393035,2.145348,21/04/2015,20/03/2018,TRÀNSIT
654,305100,Pg,Sant Joan,39,07,la Dreta de l'Eixample,02,Eixample,41.395867,2.174102,21/04/2015,17/06/2016,TRÀNSIT
655,305100,Pg,Sant Joan,60,07,la Dreta de l'Eixample,02,Eixample,41.396354,2.173763,21/04/2015,29/06/2016,TRÀNSIT
656,305100,Pg,Sant Joan,82,07,la Dreta de l'Eixample,02,Eixample,41.397398,2.172381,21/04/2015,29/06/2016,TRÀNSIT
657,305100,Pg,Sant Joan,97,07,la Dreta de l'Eixample,02,Eixample,41.398881,2.17011,21/04/2015,16/06/2016,TRÀNSIT
658,236700,C,de l'Or,10,31,la Vila de Gràcia,06,Gràcia,41.403978,2.156015,30/10/2015,16/12/2016,OCI
659,159507,Pl,Eivissa,21,43,Horta,07,Horta-Guinardó,41.430429,2.160996,30/10/2015,,OCI
666,322608,C,Selva de Mar,170,72,Sant Martí de Provençals,10,Sant Martí,41.414817,2.201258,09/11/2015,,TRÀNSIT
667,322608,C,Selva de Mar,208,72,Sant Martí de Provençals,10,Sant Martí,41.416959,2.198611,09/11/2015,13/12/2021,TRÀNSIT
668,305100,Pg,Sant Joan,6,05,el Fort Pienc,02,Eixample,41.39177,2.179828,16/11/2015,10/11/2016,TRÀNSIT
669,335100,Pl,Tetuan,4,07,la Dreta de l'Eixample,02,Eixample,41.394316,2.17589,16/11/2015,17/06/2016,TRÀNSIT
670,305100,Pg,Sant Joan,15,07,la Dreta de l'Eixample,02,Eixample,41.392678,2.178319,16/11/2015,17/06/2016,TRÀNSIT
671,305100,Pg,Sant Joan,34,05,el Fort Pienc,02,Eixample,41.393294,2.177816,16/11/2015,17/06/2016,TRÀNSIT
686,209900,Av,Meridiana,181,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.4134,2.186218,28/12/2015,12/04/2022,TRÀNSIT
706,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,26/01/2016,26/01/2016,OCI
707,197302,C,Marina,155,05,el Fort Pienc,02,Eixample,41.398089,2.181525,26/01/2016,08/11/2016,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
726,76308,Pl,Centre,11,19,les Corts,04,Les Corts,41.38204,2.13592,28/01/2016,,TRÀNSIT
727,143904,Rda,General Mitre,149,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.403409,2.138553,28/01/2016,21/03/2022,TRÀNSIT
728,143904,Rda,General Mitre,137,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,41.402451,2.137392,28/01/2016,,TRÀNSIT
746,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,26/01/2016,17/11/2016,OCI
766,326052,C,Torroella de Montgrí,19,61,la Sagrera,09,Sant Andreu,41.427985,2.186346,15/02/2016,24/05/2016,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
786,11200,C,Almogàvers,120,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190214,19/12/2015,14/06/2016,OCI
806,273003,C,Quito,14,58,Baró de Viver,09,Sant Andreu,41.446353,2.200933,18/02/2016,06/05/2022,TRÀNSIT
826,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,11/03/2016,17/11/2016,OCI
827,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175111,11/03/2016,17/11/2016,OCI
828,700833,Pl,Joan Cornudella,14,41,la Vall d'Hebron,07,Horta-Guinardó,41.4336,2.149418,14/03/2016,29/11/2016,OCI
847,162002,Av,Josep Tarradellas,151,19,les Corts,04,Les Corts,41.391341,2.143644,21/03/2016,,TRÀNSIT
866,162002,Av,Josep Tarradellas,120,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.390615,2.14393,23/03/2016,03/02/2021,TRÀNSIT
886,74109,C,Castor,4,48,la Guineueta,08,Nou Barris,41.442066,2.17034,05/04/2016,22/11/2016,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
926,112208,C,Escudellers,34,02,el Barri Gòtic,01,Ciutat Vella,41.380127,2.176933,12/04/2016,02/03/2017,OCI
927,167709,C,Joaquín Costa,33,01,el Raval,01,Ciutat Vella,41.382336,2.165958,12/04/2016,28/11/2016,OCI
928,298004,C,Sant Carles,27,03,la Barceloneta,01,Ciutat Vella,41.379559,2.191076,12/04/2016,28/11/2016,OCI
966,184708,Ptge,Llavallol,17,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.405397,2.167531,18/05/2016,14/11/2017,OCI
1006,167505,Pl,Joanic,7,31,la Vila de Gràcia,06,Gràcia,41.405521,2.16221,18/04/2016,01/03/2017,OCI
1026,348500,C,Ulldecona,27,12,la Marina del Prat Vermell,03,Sants-Montjuïc,41.350864,2.141315,12/05/2016,,TRÀNSIT
1027,348500,C,Ulldecona,77,12,la Marina del Prat Vermell,03,Sants-Montjuïc,41.352796,2.143928,12/05/2016,09/06/2022,TRÀNSIT
1046,138405,Pl,Gal·la Placídia,6,31,la Vila de Gràcia,06,Gràcia,41.399699,2.15241,12/05/2016,30/05/2017,OCI
1086,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384925,2.182772,24/05/2016,08/06/2017,OCI
1126,348408,C,Tuset,8,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39545,2.152752,12/05/2016,01/03/2017,OCI
1146,365702,Av,Mare de Déu de Montserrat,263,35,el Guinardó,07,Horta-Guinardó,41.42456,2.176157,18/04/2016,01/03/2017,XARXA DE TRANSPORT PÚBLIC
1166,305100,Pg,Sant Joan,97,07,la Dreta de l'Eixample,02,Eixample,41.398881,2.17011,17/06/2016,29/06/2016,TRÀNSIT
1167,305100,Pg,Sant Joan,39,07,la Dreta de l'Eixample,02,Eixample,41.395867,2.174102,17/06/2016,29/06/2016,TRÀNSIT
1168,335100,Pl,Tetuan,4,07,la Dreta de l'Eixample,02,Eixample,41.394316,2.17589,17/06/2016,29/06/2016,TRÀNSIT
1169,305100,Pg,Sant Joan,34,05,el Fort Pienc,02,Eixample,41.393294,2.177816,17/06/2016,29/06/2016,TRÀNSIT
1170,305100,Pg,Sant Joan,15,07,la Dreta de l'Eixample,02,Eixample,41.392678,2.178319,17/06/2016,29/06/2016,TRÀNSIT
1171,148307,Pg,Gràcia,124,31,la Vila de Gràcia,06,Gràcia,41.397771,2.158114,17/06/2016,29/06/2016,TRÀNSIT
1172,148307,Pg,Gràcia,111,31,la Vila de Gràcia,06,Gràcia,41.396967,2.158797,17/06/2016,29/06/2016,TRÀNSIT
1173,148307,Pg,Gràcia,51,07,la Dreta de l'Eixample,02,Eixample,41.392571,2.164247,17/06/2016,29/06/2016,TRÀNSIT
1174,148307,Pg,Gràcia,27,07,la Dreta de l'Eixample,02,Eixample,41.390798,2.166439,17/06/2016,,TRÀNSIT
1175,148307,Pg,Gràcia,13,07,la Dreta de l'Eixample,02,Eixample,41.389653,2.167857,17/06/2016,29/06/2016,TRÀNSIT
1186,305100,Pg,Sant Joan,97,07,la Dreta de l'Eixample,02,Eixample,41.398881,2.17011,30/06/2016,15/03/2017,TRÀNSIT
1187,305100,Pg,Sant Joan,39,07,la Dreta de l'Eixample,02,Eixample,41.395867,2.174102,30/06/2016,30/09/2021,TRÀNSIT
1188,335100,Pl,Tetuan,4,07,la Dreta de l'Eixample,02,Eixample,41.394316,2.17589,30/06/2016,24/10/2016,TRÀNSIT
1189,305100,Pg,Sant Joan,34,05,el Fort Pienc,02,Eixample,41.393294,2.177816,30/06/2016,,TRÀNSIT
1190,305100,Pg,Sant Joan,15,07,la Dreta de l'Eixample,02,Eixample,41.392678,2.178319,30/06/2016,15/03/2017,TRÀNSIT
1191,148307,Pg,Gràcia,124,31,la Vila de Gràcia,06,Gràcia,41.397771,2.158114,30/06/2016,13/03/2017,TRÀNSIT
1192,148307,Pg,Gràcia,111,31,la Vila de Gràcia,06,Gràcia,41.396967,2.158797,30/06/2016,,TRÀNSIT
1193,148307,Pg,Gràcia,81,07,la Dreta de l'Eixample,02,Eixample,41.394328,2.162068,30/06/2016,,TRÀNSIT
1194,148307,Pg,Gràcia,51,07,la Dreta de l'Eixample,02,Eixample,41.392571,2.164247,30/06/2016,29/09/2021,TRÀNSIT
1195,148307,Pg,Gràcia,13,07,la Dreta de l'Eixample,02,Eixample,41.389653,2.167857,30/06/2016,29/09/2021,TRÀNSIT
1196,305100,Pg,Sant Joan,82,07,la Dreta de l'Eixample,02,Eixample,41.397398,2.172381,30/06/2016,,TRÀNSIT
1197,305100,Pg,Sant Joan,60,07,la Dreta de l'Eixample,02,Eixample,41.396354,2.173763,30/06/2016,30/09/2021,TRÀNSIT
1226,121708,C,Felipe de Paz,20,20,la Maternitat i Sant Ramon,04,Les Corts,41.379443,2.1258,13/07/2016,22/10/2016,TRÀNSIT
1227,701278,Pg,Taulat,263,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,41.405017,2.212947,13/07/2016,20/09/2016,TRÀNSIT
1228,62700,C,Bosch i Gimpera,28,23,Sarrià,05,Sarrià-Sant Gervasi,41.395461,2.117319,13/07/2016,01/03/2017,TRÀNSIT
1248,325107,C,Trelawny,2,03,la Barceloneta,01,Ciutat Vella,41.384941,2.195577,28/07/2016,08/11/2016,OCI
1286,209300,Ptge,Ptge de Valeri Serra,18,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.384985,2.160491,17/08/2016,20/12/2017,TRÀNSIT
1287,189202,C,Magalhães,29,11,el Poble-sec,03,Sants-Montjuïc,41.371966,2.164059,17/08/2016,31/01/2017,TRÀNSIT
1288,142402,C,Gavà,17,16,la Bordeta,03,Sants-Montjuïc,41.371928,2.141203,17/08/2016,31/01/2017,TRÀNSIT
1289,348805,Pl,Revolució de Setembre 1868,3,31,la Vila de Gràcia,06,Gràcia,41.402754,2.158158,18/08/2016,05/11/2021,OCI
1290,106103,Pl,Sarrià,9,23,Sarrià,05,Sarrià-Sant Gervasi,41.399835,2.12186,18/08/2016,06/02/2017,TRÀNSIT
1291,37350,Av,J. V. Foix,66,23,Sarrià,05,Sarrià-Sant Gervasi,41.396055,2.119916,18/08/2016,15/11/2017,TRÀNSIT
1306,111908,Av,Escolapi Càncer,3,54,Torre Baró,08,Nou Barris,41.45987,2.181324,23/08/2016,20/09/2016,TRÀNSIT
1307,289105,C,Rosselló,490,06,la Sagrada Família,02,Eixample,41.408993,2.178322,25/08/2016,28/11/2016,ACTIVITATS A L'AIRE LLIURE
1346,249304,C,Pere IV,100,68,el Poblenou,10,Sant Martí,41.398428,2.194264,20/09/2016,10/11/2016,TRÀNSIT
1347,11200,C,Almogàvers,188,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.400734,2.195192,20/09/2016,21/03/2017,TRÀNSIT
1348,311703,C,Sancho de Ávila,133,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.402437,2.19476,20/09/2016,04/10/2022,TRÀNSIT
1349,183603,C,Llacuna,122,68,el Poblenou,10,Sant Martí,41.404116,2.19518,20/09/2016,20/12/2016,TRÀNSIT
1366,28305,C,Ausiàs Marc,120,05,el Fort Pienc,02,Eixample,41.396304,2.182493,13/10/2016,17/11/2016,XARXA DE TRANSPORT PÚBLIC
1386,32700,C,Balmes,232,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.39893,2.150899,21/10/2016,10/11/2016,TRÀNSIT
1387,32700,C,Balmes,173,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.396109,2.153807,21/10/2016,08/06/2022,TRÀNSIT
1388,192502,C,Manso,1,10,Sant Antoni,02,Eixample,41.375392,2.158681,21/10/2016,,TRÀNSIT
1389,329902,C,Tamarit,89,10,Sant Antoni,02,Eixample,41.375415,2.156423,21/10/2016,,TRÀNSIT
1406,144601,Av,Diagonal,525,19,les Corts,04,Les Corts,41.390971,2.138886,07/10/2007,19/01/2008,TRÀNSIT
1427,115603,C,Espronceda,281,65,el Clot,10,Sant Martí,41.413222,2.194079,11/08/2009,20/12/2011,ACTIVITATS/INFRAESTRUCTURES ESPORTIVES
1446,352507,Pg,Vall d'Hebron,200,41,la Vall d'Hebron,07,Horta-Guinardó,41.430899,2.145584,11/12/2014,23/12/2014,TRÀNSIT
1448,169409,G.V.,Corts Catalanes,535,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.382899,2.159165,17/02/2009,11/05/2009,SIRENES
1450,86902,C,Nou de la Rambla,21,01,el Raval,01,Ciutat Vella,41.378273,2.173348,20/04/2012,08/11/2013,OCI
1451,252455,C,Perea,7,39,Sant Genís dels Agudells,07,Horta-Guinardó,41.42411,2.141077,11/12/2014,23/12/2014,TRÀNSIT
1452,326303,C,de les Sitges,6,01,el Raval,01,Ciutat Vella,41.384345,2.169737,14/07/2015,27/04/2016,OCI
1453,313902,C,Santa Coloma,39,60,Sant Andreu,09,Sant Andreu,41.428896,2.192537,25/09/2008,25/12/2008,OCI
1455,367504,C,Doctor Trueta,216,68,el Poblenou,10,Sant Martí,41.398621,2.203609,06/08/2010,20/09/2010,NETEJA
1456,284305,Pl,Vila de Gràcia,1,31,la Vila de Gràcia,06,Gràcia,41.400127,2.157939,30/03/2011,20/06/2011,OCI
1457,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.38039,2.177536,04/04/2012,29/05/2013,OCI
1459,179708,C,de Lincoln,10,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,41.400268,2.150366,18/06/2013,10/12/2013,OCI
1460,352507,Pg,Vall d'Hebron,200,41,la Vall d'Hebron,07,Horta-Guinardó,41.430899,2.145584,11/12/2014,23/12/2014,TRÀNSIT
1461,284305,Pl,Vila de Gràcia,1,31,la Vila de Gràcia,06,Gràcia,41.400127,2.157939,28/07/2010,30/03/2011,OCI
1462,119003,Pg,Fabra i Puig,274,46,el Turó de la Peira,08,Nou Barris,41.430452,2.173213,14/06/2011,11/04/2012,ACTIVITATS A L'AIRE LLIURE
1463,11200,C,Almogàvers,120,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190214,07/08/2014,12/03/2015,OCI
1464,169409,G.V.,Corts Catalanes,769,05,el Fort Pienc,02,Eixample,41.402123,2.184799,12/03/2015,09/09/2015,TRÀNSIT
1465,187207,Av,Madrid,205,19,les Corts,04,Les Corts,41.381445,2.134182,06/10/2015,04/11/2015,TRÀNSIT
1466,700833,Pl,Joan Cornudella,14,41,la Vall d'Hebron,07,Horta-Guinardó,41.4336,2.149418,04/11/2015,23/11/2015,OCI
1467,278200,Av,Reina Maria Cristina,8,11,el Poble-sec,03,Sants-Montjuïc,41.371794,2.150782,05/05/2016,09/11/2016,ACTIVITATS A L'AIRE LLIURE
1468,363809,C,Villarroel,170,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.389131,2.151662,25/02/2011,28/02/2012,SIRENES
1469,260103,C,Argenteria,69,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.38361,2.181532,24/05/2012,21/01/2014,OCI
1471,37204,C,Beat Simó,2,02,el Barri Gòtic,01,Ciutat Vella,41.380945,2.175443,23/04/2014,08/06/2014,OCI
1472,701643,Pl,Pl de la Rosa dels Vents,2,03,la Barceloneta,01,Ciutat Vella,41.368307,2.189198,06/07/2015,06/10/2015,XARXA DE TRANSPORT PÚBLIC
1473,222603,C,Moianès,69,15,Hostafrancs,03,Sants-Montjuïc,41.374255,2.142475,06/10/2015,04/11/2015,TRÀNSIT
1474,249304,C,Pere IV,72,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.396785,2.192893,07/07/2016,09/11/2016,OCI
1475,130006,C,Fontrodona,1,11,el Poble-sec,03,Sants-Montjuïc,41.374454,2.167717,28/02/2013,21/01/2014,OCI
1476,89004,C,Consell de Cent,232,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.386256,2.159438,05/02/2014,11/06/2014,OCI
1477,110304,C,Enric Granados,151,08,l'Antiga Esquerra de l'Eixample,02,Eixample,41.394445,2.153501,11/06/2014,06/10/2015,TRÀNSIT
1478,144601,Av,Diagonal,418,07,la Dreta de l'Eixample,02,Eixample,41.397766,2.164089,06/10/2015,04/11/2015,OCI
